time,data,src
34594338007.2472,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=18|eta=15,pHelmIvP:824:waypt_survey
34594338007.8239,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=18|eta=14,pHelmIvP:827:waypt_survey
34594338008.20496,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=17|eta=14,pHelmIvP:829:waypt_survey
34594338008.760284,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=17|eta=13,pHelmIvP:832:waypt_survey
34594338008.96908,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=16|eta=13,pHelmIvP:833:waypt_survey
34594338009.55339,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=15|eta=12,pHelmIvP:836:waypt_survey
34594338010.56139,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=14|eta=11,pHelmIvP:841:waypt_survey
34594338011.35622,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=13|eta=11,pHelmIvP:845:waypt_survey
34594338011.56147,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=13|eta=10,pHelmIvP:846:waypt_survey
34594338011.95298,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=12|eta=10,pHelmIvP:848:waypt_survey
34594338012.55341,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=12|eta=9,pHelmIvP:851:waypt_survey
34594338012.74776,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=11|eta=9,pHelmIvP:852:waypt_survey
34594338013.73721,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=10|eta=8,pHelmIvP:857:waypt_survey
34594338014.55024,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=9|eta=8,pHelmIvP:861:waypt_survey
34594338014.75242,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=9|eta=7,pHelmIvP:862:waypt_survey
34594338015.28994,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=8|eta=7,pHelmIvP:865:waypt_survey
34594338015.6895,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=8|eta=6,pHelmIvP:867:waypt_survey
34594338016.26626,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=7|eta=6,pHelmIvP:870:waypt_survey
34594338016.68,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=7|eta=5,pHelmIvP:872:waypt_survey
34594338016.88318,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=6|eta=5,pHelmIvP:873:waypt_survey
34594338017.876114,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=5|eta=4,pHelmIvP:878:waypt_survey
34594338018.46418,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=4|eta=4,pHelmIvP:881:waypt_survey
34594338018.66962,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=4|eta=3,pHelmIvP:882:waypt_survey
34594338019.61818,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=3|eta=3,pHelmIvP:887:waypt_survey
34594338019.82522,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=3|eta=2,pHelmIvP:888:waypt_survey
34594338020.24006,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=2|eta=2,pHelmIvP:890:waypt_survey
34594338020.64227,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=27|eta=22,pHelmIvP:892:waypt_survey
34594338021.20778,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=27|eta=23,pHelmIvP:895:waypt_survey
34594338021.605385,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=26|eta=26,pHelmIvP:897:waypt_survey
34594338021.785324,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=26|eta=27,pHelmIvP:898:waypt_survey
34594338022.17363,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=26|eta=29,pHelmIvP:900:waypt_survey
34594338022.34063,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=26|eta=31,pHelmIvP:901:waypt_survey
34594338022.7559,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=26|eta=30,pHelmIvP:903:waypt_survey
34594338022.94162,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=26|eta=31,pHelmIvP:904:waypt_survey
34594338023.50136,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=25|eta=31,pHelmIvP:907:waypt_survey
34594338023.7178,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=25|eta=29,pHelmIvP:908:waypt_survey
34594338024.121864,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=25|eta=28,pHelmIvP:910:waypt_survey
34594338024.52144,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=25|eta=27,pHelmIvP:912:waypt_survey
34594338024.71698,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=25|eta=26,pHelmIvP:913:waypt_survey
34594338024.92067,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=24|eta=25,pHelmIvP:914:waypt_survey
34594338025.69548,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=24|eta=24,pHelmIvP:918:waypt_survey
34594338025.96701,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=24|eta=23,pHelmIvP:919:waypt_survey
34594338026.13254,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=23|eta=22,pHelmIvP:920:waypt_survey
34594338026.526596,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=23|eta=21,pHelmIvP:922:waypt_survey
34594338026.93193,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=23|eta=20,pHelmIvP:924:waypt_survey
34594338027.13847,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=22|eta=20,pHelmIvP:925:waypt_survey
34594338027.55309,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=22|eta=19,pHelmIvP:927:waypt_survey
34594338027.965996,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=22|eta=18,pHelmIvP:929:waypt_survey
34594338028.17418,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=21|eta=18,pHelmIvP:930:waypt_survey
34594338028.365776,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=21|eta=17,pHelmIvP:931:waypt_survey
34594338028.75993,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=20|eta=16,pHelmIvP:933:waypt_survey
34594338029.5412,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=19|eta=15,pHelmIvP:937:waypt_survey
34594338030.14744,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=19|eta=14,pHelmIvP:940:waypt_survey
34594338030.34483,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=18|eta=14,pHelmIvP:941:waypt_survey
34594338030.97304,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=18|eta=13,pHelmIvP:944:waypt_survey
34594338031.16006,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=17|eta=13,pHelmIvP:945:waypt_survey
34594338031.53534,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=17|eta=12,pHelmIvP:947:waypt_survey
34594338032.11689,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=16|eta=12,pHelmIvP:950:waypt_survey
34594338032.52376,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=16|eta=11,pHelmIvP:952:waypt_survey
34594338032.730225,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=15|eta=11,pHelmIvP:953:waypt_survey
34594338033.48336,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=14|eta=10,pHelmIvP:957:waypt_survey
34594338034.28397,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=13|eta=10,pHelmIvP:961:waypt_survey
34594338034.661194,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=13|eta=9,pHelmIvP:963:waypt_survey
34594338035.07153,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=12|eta=9,pHelmIvP:965:waypt_survey
34594338035.65229,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=11|eta=9,pHelmIvP:968:waypt_survey
34594338036.065094,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=11|eta=8,pHelmIvP:970:waypt_survey
34594338036.480576,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=10|eta=8,pHelmIvP:972:waypt_survey
34594338037.26082,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=9|eta=7,pHelmIvP:976:waypt_survey
34594338038.07417,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=8|eta=7,pHelmIvP:980:waypt_survey
34594338038.46701,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=8|eta=6,pHelmIvP:982:waypt_survey
34594338038.847374,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=7|eta=6,pHelmIvP:984:waypt_survey
34594338039.0537,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=7|eta=5,pHelmIvP:985:waypt_survey
34594338039.63376,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=6|eta=5,pHelmIvP:988:waypt_survey
34594338040.43251,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=5|eta=4,pHelmIvP:992:waypt_survey
34594338041.22015,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=4|eta=3,pHelmIvP:996:waypt_survey
34594338042.03307,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=3|eta=3,pHelmIvP:1000:waypt_survey
34594338042.21793,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=3|eta=2,pHelmIvP:1001:waypt_survey
34594338042.80724,vname=henry|behavior-name=waypt_survey|index=1|hits=6/6|cycles=1|dist=2|eta=2,pHelmIvP:1004:waypt_survey
34594338043.197945,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=22|eta=18,pHelmIvP:1006:waypt_survey
34594338044.18565,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=21|eta=18,pHelmIvP:1011:waypt_survey
34594338044.384674,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=21|eta=19,pHelmIvP:1012:waypt_survey
34594338044.59803,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=21|eta=21,pHelmIvP:1013:waypt_survey
34594338044.98621,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=20|eta=21,pHelmIvP:1015:waypt_survey
34594338045.37767,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=20|eta=20,pHelmIvP:1017:waypt_survey
34594338045.754684,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=20|eta=19,pHelmIvP:1019:waypt_survey
34594338046.128525,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=19|eta=18,pHelmIvP:1021:waypt_survey
34594338046.48613,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=19|eta=17,pHelmIvP:1023:waypt_survey
34594338047.09598,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=19|eta=16,pHelmIvP:1026:waypt_survey
34594338047.30059,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=18|eta=16,pHelmIvP:1027:waypt_survey
34594338047.51376,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=18|eta=15,pHelmIvP:1028:waypt_survey
34594338047.90948,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=17|eta=15,pHelmIvP:1030:waypt_survey
34594338048.51062,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=17|eta=14,pHelmIvP:1033:waypt_survey
34594338048.9137,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=16|eta=14,pHelmIvP:1035:waypt_survey
34594338049.285324,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=16|eta=13,pHelmIvP:1037:waypt_survey
34594338049.876144,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=15|eta=13,pHelmIvP:1040:waypt_survey
34594338050.08503,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=15|eta=12,pHelmIvP:1041:waypt_survey
34594338050.67136,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=14|eta=12,pHelmIvP:1044:waypt_survey
34594338050.85386,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=14|eta=11,pHelmIvP:1045:waypt_survey
34594338051.26954,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=13|eta=11,pHelmIvP:1047:waypt_survey
34594338051.82283,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=13|eta=10,pHelmIvP:1050:waypt_survey
34594338052.1793,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=12|eta=10,pHelmIvP:1052:waypt_survey
34594338052.56934,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=12|eta=9,pHelmIvP:1054:waypt_survey
34594338052.961876,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=11|eta=9,pHelmIvP:1056:waypt_survey
34594338053.54908,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=11|eta=8,pHelmIvP:1059:waypt_survey
34594338053.73468,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=10|eta=8,pHelmIvP:1060:waypt_survey
34594338054.51646,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=9|eta=7,pHelmIvP:1064:waypt_survey
34594338055.08802,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=8|eta=7,pHelmIvP:1067:waypt_survey
34594338055.294754,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=8|eta=6,pHelmIvP:1068:waypt_survey
34594338056.08728,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=7|eta=6,pHelmIvP:1072:waypt_survey
34594338056.301865,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=7|eta=5,pHelmIvP:1073:waypt_survey
34594338056.8787,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=6|eta=5,pHelmIvP:1076:waypt_survey
34594338057.64687,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=5|eta=4,pHelmIvP:1080:waypt_survey
34594338058.460075,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=4|eta=4,pHelmIvP:1084:waypt_survey
34594338058.83716,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=4|eta=3,pHelmIvP:1086:waypt_survey
34594338059.41672,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=3|eta=3,pHelmIvP:1089:waypt_survey
34594338059.62378,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=3|eta=2,pHelmIvP:1090:waypt_survey
34594338060.242836,vname=henry|behavior-name=waypt_survey|index=2|hits=7/7|cycles=1|dist=2|eta=2,pHelmIvP:1093:waypt_survey
34594338060.44416,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=33|eta=27,pHelmIvP:1094:waypt_survey
34594338061.20654,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=33|eta=28,pHelmIvP:1098:waypt_survey
34594338061.37632,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=33|eta=30,pHelmIvP:1099:waypt_survey
34594338061.577774,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=33|eta=31,pHelmIvP:1100:waypt_survey
34594338061.95322,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=33|eta=33,pHelmIvP:1102:waypt_survey
34594338062.13862,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=35,pHelmIvP:1103:waypt_survey
34594338062.33748,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=36,pHelmIvP:1104:waypt_survey
34594338062.50573,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=35,pHelmIvP:1105:waypt_survey
34594338062.92212,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=34,pHelmIvP:1107:waypt_survey
34594338063.32628,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=33,pHelmIvP:1109:waypt_survey
34594338063.51226,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=33,pHelmIvP:1110:waypt_survey
34594338063.71692,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=32,pHelmIvP:1111:waypt_survey
34594338064.30884,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=30,pHelmIvP:1114:waypt_survey
34594338064.67164,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=31,pHelmIvP:1116:waypt_survey
34594338064.87743,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=30|eta=30,pHelmIvP:1117:waypt_survey
34594338065.28365,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=30|eta=29,pHelmIvP:1119:waypt_survey
34594338065.49048,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=30|eta=28,pHelmIvP:1120:waypt_survey
34594338065.70039,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=29|eta=27,pHelmIvP:1121:waypt_survey
34594338066.1122,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=29|eta=26,pHelmIvP:1123:waypt_survey
34594338066.32,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=29|eta=25,pHelmIvP:1124:waypt_survey
34594338066.71835,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=28|eta=25,pHelmIvP:1126:waypt_survey
34594338066.92632,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=28|eta=24,pHelmIvP:1127:waypt_survey
34594338067.126915,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=28|eta=23,pHelmIvP:1128:waypt_survey
34594338067.7123,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=27|eta=23,pHelmIvP:1131:waypt_survey
34594338067.9021,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=27|eta=22,pHelmIvP:1132:waypt_survey
34594338068.4193,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=26|eta=21,pHelmIvP:1135:waypt_survey
34594338069.23102,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=26|eta=20,pHelmIvP:1139:waypt_survey
34594338069.41391,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=25|eta=20,pHelmIvP:1140:waypt_survey
34594338070.00631,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=25|eta=19,pHelmIvP:1143:waypt_survey
34594338070.20047,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=24|eta=19,pHelmIvP:1144:waypt_survey
34594338070.60542,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=24|eta=18,pHelmIvP:1146:waypt_survey
34594338070.77612,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=23|eta=18,pHelmIvP:1147:waypt_survey
34594338071.187256,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=23|eta=17,pHelmIvP:1149:waypt_survey
34594338071.59451,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=22|eta=17,pHelmIvP:1151:waypt_survey
34594338071.98144,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=22|eta=16,pHelmIvP:1153:waypt_survey
34594338072.1861,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=21|eta=16,pHelmIvP:1154:waypt_survey
34594338073.0155,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=20|eta=15,pHelmIvP:1158:waypt_survey
34594338073.77565,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=19|eta=15,pHelmIvP:1162:waypt_survey
34594338074.37489,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=18|eta=14,pHelmIvP:1165:waypt_survey
34594338075.154335,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=18|eta=13,pHelmIvP:1169:waypt_survey
34594338075.3593,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=17|eta=13,pHelmIvP:1170:waypt_survey
34594338076.146576,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=16|eta=13,pHelmIvP:1174:waypt_survey
34594338076.68599,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=16|eta=12,pHelmIvP:1177:waypt_survey
34594338077.10244,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=15|eta=12,pHelmIvP:1179:waypt_survey
34594338077.72601,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=14|eta=12,pHelmIvP:1182:waypt_survey
34594338077.91264,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=14|eta=11,pHelmIvP:1183:waypt_survey
34594338078.4954,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=13|eta=11,pHelmIvP:1186:waypt_survey
34594338079.27884,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=12|eta=10,pHelmIvP:1190:waypt_survey
34594338080.09164,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=12|eta=9,pHelmIvP:1194:waypt_survey
34594338080.29739,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=11|eta=9,pHelmIvP:1195:waypt_survey
34594338080.89521,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=10|eta=8,pHelmIvP:1198:waypt_survey
34594338081.67234,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=9|eta=8,pHelmIvP:1202:waypt_survey
34594338081.84376,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=9|eta=7,pHelmIvP:1203:waypt_survey
34594338082.79044,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=8|eta=7,pHelmIvP:1208:waypt_survey
34594338082.985825,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=8|eta=6,pHelmIvP:1209:waypt_survey
34594338083.5523,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=7|eta=6,pHelmIvP:1212:waypt_survey
34594338084.1373,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=6|eta=5,pHelmIvP:1215:waypt_survey
34594338085.09351,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=5|eta=4,pHelmIvP:1220:waypt_survey
34594338085.90815,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=4|eta=4,pHelmIvP:1224:waypt_survey
34594338086.09568,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=4|eta=3,pHelmIvP:1225:waypt_survey
34594338086.65812,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=3|eta=3,pHelmIvP:1228:waypt_survey
34594338087.07013,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=3|eta=2,pHelmIvP:1230:waypt_survey
34594338087.68734,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=2|eta=2,pHelmIvP:1233:waypt_survey
34594338087.8774,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=32,pHelmIvP:1234:waypt_survey
34594338088.45852,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=33,pHelmIvP:1237:waypt_survey
34594338088.65684,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=35,pHelmIvP:1238:waypt_survey
34594338088.83828,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=36,pHelmIvP:1239:waypt_survey
34594338089.04171,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=39,pHelmIvP:1240:waypt_survey
34594338089.44387,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=44,pHelmIvP:1242:waypt_survey
34594338089.81248,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=45,pHelmIvP:1244:waypt_survey
34594338090.58297,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=43,pHelmIvP:1248:waypt_survey
34594338090.91732,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=42,pHelmIvP:1250:waypt_survey
34594338091.099785,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=42,pHelmIvP:1251:waypt_survey
34594338091.30906,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=40,pHelmIvP:1252:waypt_survey
34594338091.51014,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=39,pHelmIvP:1253:waypt_survey
34594338091.8578,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=38,pHelmIvP:1255:waypt_survey
34594338092.06576,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=37,pHelmIvP:1256:waypt_survey
34594338092.27124,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=36|eta=37,pHelmIvP:1257:waypt_survey
