time,data,src
34594337845.04324,0.00000,pHelmIvP
34594337845.22252,0.00000,pHelmIvP
34594337845.41766,0.00000,pHelmIvP
34594337845.59401,0.00000,pHelmIvP
34594337845.80002,0.00000,pHelmIvP
34594337845.98536,0.00000,pHelmIvP
34594337846.192795,0.00000,pHelmIvP
34594337846.192795,0.00000,pHelmIvP
34594337846.39172,0.00000,pHelmIvP
34594337846.59906,0.00000,pHelmIvP
34594337846.784874,0.00000,pHelmIvP
34594337846.967224,0.00000,pHelmIvP
34594337847.16129,0.00000,pHelmIvP
34594337847.36132,0.00000,pHelmIvP
34594337847.56724,0.00000,pHelmIvP
34594337847.773865,0.00000,pHelmIvP
34594337847.94098,0.00000,pHelmIvP
34594337848.118355,0.00000,pHelmIvP
34594337848.285995,0.00000,pHelmIvP
34594337848.46972,0.00000,pHelmIvP
34594337848.677704,0.00000,pHelmIvP
34594337848.88488,0.00000,pHelmIvP
34594337849.07594,0.00000,pHelmIvP
34594337849.27128,0.00000,pHelmIvP
34594337849.47831,0.00000,pHelmIvP
34594337849.667404,0.00000,pHelmIvP
34594337849.84985,0.00000,pHelmIvP
34594337850.02311,0.00000,pHelmIvP
34594337850.22964,0.00000,pHelmIvP
34594337850.43586,0.00000,pHelmIvP
34594337850.64328,0.00000,pHelmIvP
34594337850.84974,0.00000,pHelmIvP
34594337851.056915,0.00000,pHelmIvP
34594337851.2621,0.00000,pHelmIvP
34594337851.468704,0.00000,pHelmIvP
34594337851.649445,0.00000,pHelmIvP
34594337851.85528,0.00000,pHelmIvP
34594337852.02692,0.00000,pHelmIvP
34594337852.23266,0.00000,pHelmIvP
34594337852.41,0.00000,pHelmIvP
34594337852.61681,0.00000,pHelmIvP
34594337852.81181,0.00000,pHelmIvP
34594337853.01976,0.00000,pHelmIvP
34594337853.19584,0.00000,pHelmIvP
34594337853.40082,0.00000,pHelmIvP
34594337853.5845,0.00000,pHelmIvP
34594337853.78988,0.00000,pHelmIvP
34594337853.98605,0.00000,pHelmIvP
34594337854.19202,0.00000,pHelmIvP
34594337854.39624,0.00000,pHelmIvP
34594337854.56682,0.00000,pHelmIvP
34594337854.76976,0.00000,pHelmIvP
34594337854.97954,0.00000,pHelmIvP
34594337855.178764,0.00000,pHelmIvP
34594337855.384514,0.00000,pHelmIvP
34594337855.566284,0.00000,pHelmIvP
34594337855.77552,0.00000,pHelmIvP
34594337855.94743,0.00000,pHelmIvP
34594337856.14473,0.00000,pHelmIvP
34594337856.352394,0.00000,pHelmIvP
34594337856.54378,0.00000,pHelmIvP
34594337856.72876,0.00000,pHelmIvP
34594337856.89906,0.00000,pHelmIvP
34594337857.07869,0.00000,pHelmIvP
34594337857.25458,0.00000,pHelmIvP
34594337857.42857,0.00000,pHelmIvP
34594337857.608635,0.00000,pHelmIvP
34594337857.80603,0.00000,pHelmIvP
34594337858.010475,0.00000,pHelmIvP
34594337858.19276,0.00000,pHelmIvP
34594337858.39898,0.00000,pHelmIvP
34594337858.60537,0.00000,pHelmIvP
34594337858.81292,0.00000,pHelmIvP
34594337858.988785,0.00000,pHelmIvP
34594337859.19611,0.00000,pHelmIvP
34594337859.3905,0.00000,pHelmIvP
34594337859.59102,0.00000,pHelmIvP
