time,NAME,X,Y,SPD,HDG,TYPE,MODE,ALLSTOP,TIME,LENGTH,src
34594337984.664154,henry,30.17,-0.28,1.22,247.97,kayak,MODE@ACTIVE:TRAVERSING,clear,191,34594337984.66,4,pNodeReporter
34594337986.13914,henry,28.24,-1.05,1.22,248.4,kayak,MODE@ACTIVE:TRAVERSING,clear,192,34594337986.14,4,pNodeReporter
34594337987.61863,henry,26.84,-1.6,1.21,248.86,kayak,MODE@ACTIVE:TRAVERSING,clear,193,34594337987.62,4,pNodeReporter
34594337988.81836,henry,25.15,-2.24,1.22,249.33,kayak,MODE@ACTIVE:TRAVERSING,clear,194,34594337988.82,4,pNodeReporter
34594337989.37726,henry,24.61,-2.45,1.18,246.2,kayak,MODE@ACTIVE:TRAVERSING,clear,195,34594337989.38,4,pNodeReporter
34594337989.6563,henry,24.36,-2.57,1.12,240.29,kayak,MODE@ACTIVE:TRAVERSING,clear,196,34594337989.66,4,pNodeReporter
34594337989.969086,henry,24.14,-2.71,1.06,234.82,kayak,MODE@ACTIVE:TRAVERSING,clear,197,34594337989.97,4,pNodeReporter
34594337989.969086,henry,24.14,-2.71,1.06,234.82,kayak,MODE@ACTIVE:TRAVERSING,clear,197,34594337989.97,4,pNodeReporter
34594337990.22247,henry,23.94,-2.88,1,229.14,kayak,MODE@ACTIVE:TRAVERSING,clear,198,34594337990.22,4,pNodeReporter
34594337990.48629,henry,23.77,-3.04,0.94,224.28,kayak,MODE@ACTIVE:TRAVERSING,clear,199,34594337990.49,4,pNodeReporter
34594337990.79998,henry,23.49,-3.35,0.81,218.79,kayak,MODE@ACTIVE:TRAVERSING,clear,200,34594337990.8,4,pNodeReporter
34594337991.10122,henry,23.37,-3.5,0.75,216.73,kayak,MODE@ACTIVE:TRAVERSING,clear,201,34594337991.1,4,pNodeReporter
34594337991.436165,henry,23.27,-3.65,0.74,214.63,kayak,MODE@ACTIVE:TRAVERSING,clear,202,34594337991.43,4,pNodeReporter
34594337991.71658,henry,23.08,-3.95,0.75,210.5,kayak,MODE@ACTIVE:TRAVERSING,clear,203,34594337991.72,4,pNodeReporter
34594337992.30138,henry,22.9,-4.28,0.8,206.19,kayak,MODE@ACTIVE:TRAVERSING,clear,204,34594337992.3,4,pNodeReporter
34594337992.58832,henry,22.82,-4.46,0.81,204.04,kayak,MODE@ACTIVE:TRAVERSING,clear,205,34594337992.59,4,pNodeReporter
34594337992.88936,henry,22.74,-4.64,0.84,201.91,kayak,MODE@ACTIVE:TRAVERSING,clear,206,34594337992.89,4,pNodeReporter
34594337993.168625,henry,22.67,-4.82,0.86,199.79,kayak,MODE@ACTIVE:TRAVERSING,clear,207,34594337993.17,4,pNodeReporter
34594337993.46174,henry,22.53,-5.27,0.91,194.8,kayak,MODE@ACTIVE:TRAVERSING,clear,208,34594337993.46,4,pNodeReporter
34594337993.78582,henry,22.53,-5.27,0.91,194.8,kayak,MODE@ACTIVE:TRAVERSING,clear,209,34594337993.78,4,pNodeReporter
34594337994.0796,henry,22.43,-5.7,0.93,190.17,kayak,MODE@ACTIVE:TRAVERSING,clear,210,34594337994.08,4,pNodeReporter
34594337994.34335,henry,22.4,-5.93,0.94,187.59,kayak,MODE@ACTIVE:TRAVERSING,clear,211,34594337994.34,4,pNodeReporter
34594337994.651344,henry,22.37,-6.17,0.96,185.23,kayak,MODE@ACTIVE:TRAVERSING,clear,212,34594337994.65,4,pNodeReporter
34594337994.906204,henry,22.35,-6.4,0.99,183.08,kayak,MODE@ACTIVE:TRAVERSING,clear,213,34594337994.9,4,pNodeReporter
34594337995.21949,henry,22.35,-6.89,1.04,178.45,kayak,MODE@ACTIVE:TRAVERSING,clear,214,34594337995.22,4,pNodeReporter
34594337995.54303,henry,22.36,-7.13,1.06,176.28,kayak,MODE@ACTIVE:TRAVERSING,clear,215,34594337995.54,4,pNodeReporter
34594337995.81952,henry,22.42,-7.7,1.11,171.67,kayak,MODE@ACTIVE:TRAVERSING,clear,216,34594337995.82,4,pNodeReporter
34594337996.08314,henry,22.42,-7.7,1.11,171.67,kayak,MODE@ACTIVE:TRAVERSING,clear,217,34594337996.08,4,pNodeReporter
34594337996.38328,henry,22.52,-8.26,1.16,167.68,kayak,MODE@ACTIVE:TRAVERSING,clear,218,34594337996.38,4,pNodeReporter
34594337996.697876,henry,22.52,-8.26,1.16,167.68,kayak,MODE@ACTIVE:TRAVERSING,clear,219,34594337996.7,4,pNodeReporter
34594337997.00655,henry,22.66,-8.82,1.21,163.98,kayak,MODE@ACTIVE:TRAVERSING,clear,220,34594337997,4,pNodeReporter
34594337997.31476,henry,22.84,-9.38,1.26,160.71,kayak,MODE@ACTIVE:TRAVERSING,clear,221,34594337997.31,4,pNodeReporter
34594337997.61284,henry,22.84,-9.38,1.26,160.71,kayak,MODE@ACTIVE:TRAVERSING,clear,222,34594337997.61,4,pNodeReporter
34594337997.91884,henry,23.07,-9.98,1.3,157.59,kayak,MODE@ACTIVE:TRAVERSING,clear,223,34594337997.92,4,pNodeReporter
34594337998.54436,henry,23.33,-10.58,1.34,155.01,kayak,MODE@ACTIVE:TRAVERSING,clear,224,34594337998.54,4,pNodeReporter
34594337998.85751,henry,23.62,-11.17,1.33,152.41,kayak,MODE@ACTIVE:TRAVERSING,clear,225,34594337998.86,4,pNodeReporter
34594337999.437645,henry,23.77,-11.45,1.34,151.34,kayak,MODE@ACTIVE:TRAVERSING,clear,226,34594337999.44,4,pNodeReporter
34594338000.47078,henry,24.45,-12.6,1.39,148.05,kayak,MODE@ACTIVE:TRAVERSING,clear,227,34594338000.47,4,pNodeReporter
34594338000.77224,henry,24.95,-13.38,1.39,146.29,kayak,MODE@ACTIVE:TRAVERSING,clear,228,34594338000.77,4,pNodeReporter
34594338002.224976,henry,25.96,-14.83,1.41,144.76,kayak,MODE@ACTIVE:TRAVERSING,clear,229,34594338002.22,4,pNodeReporter
34594338002.49812,henry,26.35,-15.38,1.39,144.4,kayak,MODE@ACTIVE:TRAVERSING,clear,230,34594338002.5,4,pNodeReporter
34594338005.74585,henry,28.84,-18.89,1.29,145.47,kayak,MODE@ACTIVE:TRAVERSING,clear,231,34594338005.75,4,pNodeReporter
34594338007.68829,henry,30.2,-20.95,1.25,147.75,kayak,MODE@ACTIVE:TRAVERSING,clear,232,34594338007.69,4,pNodeReporter
34594338009.245636,henry,31.14,-22.5,1.24,149.91,kayak,MODE@ACTIVE:TRAVERSING,clear,233,34594338009.24,4,pNodeReporter
34594338009.50876,henry,31.44,-23.02,1.24,150.48,kayak,MODE@ACTIVE:TRAVERSING,clear,234,34594338009.51,4,pNodeReporter
34594338010.02734,henry,31.59,-23.29,1.24,150.8,kayak,MODE@ACTIVE:TRAVERSING,clear,235,34594338010.03,4,pNodeReporter
34594338010.56179,henry,32.04,-24.11,1.24,151.64,kayak,MODE@ACTIVE:TRAVERSING,clear,236,34594338010.56,4,pNodeReporter
34594338013.222916,henry,33.43,-26.79,1.23,153.38,kayak,MODE@ACTIVE:TRAVERSING,clear,237,34594338013.22,4,pNodeReporter
34594338013.49608,henry,33.7,-27.32,1.23,153.77,kayak,MODE@ACTIVE:TRAVERSING,clear,238,34594338013.5,4,pNodeReporter
34594338016.699974,henry,35.4,-30.88,1.22,155.13,kayak,MODE@ACTIVE:TRAVERSING,clear,239,34594338016.7,4,pNodeReporter
34594338019.944855,henry,37.02,-34.52,1.21,156.67,kayak,MODE@ACTIVE:TRAVERSING,clear,240,34594338019.94,4,pNodeReporter
34594338021.153175,henry,37.48,-35.59,1.2,157.13,kayak,MODE@ACTIVE:TRAVERSING,clear,241,34594338021.15,4,pNodeReporter
34594338021.46538,henry,37.74,-36.07,1.08,145.45,kayak,MODE@ACTIVE:TRAVERSING,clear,242,34594338021.46,4,pNodeReporter
34594338021.7539,henry,37.89,-36.27,1.02,140.37,kayak,MODE@ACTIVE:TRAVERSING,clear,243,34594338021.75,4,pNodeReporter
34594338022.053764,henry,38.06,-36.46,0.96,135.86,kayak,MODE@ACTIVE:TRAVERSING,clear,244,34594338022.05,4,pNodeReporter
34594338022.3668,henry,38.39,-36.76,0.84,130.96,kayak,MODE@ACTIVE:TRAVERSING,clear,245,34594338022.37,4,pNodeReporter
34594338022.96544,henry,38.71,-37.02,0.83,127.22,kayak,MODE@ACTIVE:TRAVERSING,clear,246,34594338022.96,4,pNodeReporter
34594338023.25294,henry,38.89,-37.15,0.82,125.05,kayak,MODE@ACTIVE:TRAVERSING,clear,247,34594338023.25,4,pNodeReporter
34594338023.86269,henry,39.42,-37.49,0.87,119.07,kayak,MODE@ACTIVE:TRAVERSING,clear,248,34594338023.86,4,pNodeReporter
34594338024.47728,henry,39.82,-37.69,0.92,115.2,kayak,MODE@ACTIVE:TRAVERSING,clear,249,34594338024.48,4,pNodeReporter
34594338024.78876,henry,40.04,-37.79,0.94,113.15,kayak,MODE@ACTIVE:TRAVERSING,clear,250,34594338024.79,4,pNodeReporter
34594338025.10212,henry,40.45,-37.95,0.97,109.19,kayak,MODE@ACTIVE:TRAVERSING,clear,251,34594338025.1,4,pNodeReporter
34594338025.41234,henry,40.67,-38.02,0.98,107.11,kayak,MODE@ACTIVE:TRAVERSING,clear,252,34594338025.41,4,pNodeReporter
34594338025.72448,henry,40.89,-38.09,1,105.07,kayak,MODE@ACTIVE:TRAVERSING,clear,253,34594338025.72,4,pNodeReporter
34594338025.97584,henry,41.15,-38.15,1.02,102.78,kayak,MODE@ACTIVE:TRAVERSING,clear,254,34594338025.97,4,pNodeReporter
34594338026.290726,henry,41.44,-38.21,1.05,100.49,kayak,MODE@ACTIVE:TRAVERSING,clear,255,34594338026.29,4,pNodeReporter
34594338026.91182,henry,42.22,-38.31,1.11,94.68,kayak,MODE@ACTIVE:TRAVERSING,clear,256,34594338026.91,4,pNodeReporter
34594338027.2262,henry,42.55,-38.34,1.13,92.46,kayak,MODE@ACTIVE:TRAVERSING,clear,257,34594338027.22,4,pNodeReporter
34594338027.82996,henry,43.41,-38.33,1.19,87.35,kayak,MODE@ACTIVE:TRAVERSING,clear,258,34594338027.83,4,pNodeReporter
34594338028.40704,henry,44.01,-38.29,1.23,84.36,kayak,MODE@ACTIVE:TRAVERSING,clear,259,34594338028.41,4,pNodeReporter
34594338029.03471,henry,44.6,-38.22,1.25,81.59,kayak,MODE@ACTIVE:TRAVERSING,clear,260,34594338029.03,4,pNodeReporter
34594338029.35062,henry,45.24,-38.11,1.27,78.93,kayak,MODE@ACTIVE:TRAVERSING,clear,261,34594338029.35,4,pNodeReporter
34594338029.91832,henry,45.84,-37.98,1.3,76.76,kayak,MODE@ACTIVE:TRAVERSING,clear,262,34594338029.92,4,pNodeReporter
34594338030.833954,henry,47.1,-37.64,1.33,73.22,kayak,MODE@ACTIVE:TRAVERSING,clear,263,34594338030.83,4,pNodeReporter
34594338031.99808,henry,48.63,-37.13,1.35,70.53,kayak,MODE@ACTIVE:TRAVERSING,clear,264,34594338032,4,pNodeReporter
34594338033.21914,henry,49.89,-36.67,1.36,69.23,kayak,MODE@ACTIVE:TRAVERSING,clear,265,34594338033.22,4,pNodeReporter
34594338033.50876,henry,50.52,-36.43,1.36,68.85,kayak,MODE@ACTIVE:TRAVERSING,clear,266,34594338033.51,4,pNodeReporter
34594338034.399414,henry,51.41,-36.08,1.35,68.57,kayak,MODE@ACTIVE:TRAVERSING,clear,267,34594338034.4,4,pNodeReporter
34594338034.70443,henry,52.04,-35.83,1.34,68.46,kayak,MODE@ACTIVE:TRAVERSING,clear,268,34594338034.7,4,pNodeReporter
34594338036.86388,henry,54.44,-34.9,1.29,69.15,kayak,MODE@ACTIVE:TRAVERSING,clear,269,34594338036.86,4,pNodeReporter
34594338038.91721,henry,57.08,-33.94,1.25,71.28,kayak,MODE@ACTIVE:TRAVERSING,clear,270,34594338038.92,4,pNodeReporter
34594338040.90617,henry,59.18,-33.26,1.24,72.58,kayak,MODE@ACTIVE:TRAVERSING,clear,271,34594338040.91,4,pNodeReporter
34594338041.1749,henry,59.82,-33.06,1.24,72.95,kayak,MODE@ACTIVE:TRAVERSING,clear,272,34594338041.17,4,pNodeReporter
34594338042.632965,henry,61.31,-32.61,1.23,73.8,kayak,MODE@ACTIVE:TRAVERSING,clear,273,34594338042.63,4,pNodeReporter
34594338044.42405,henry,63.29,-32.05,1.12,71.03,kayak,MODE@ACTIVE:TRAVERSING,clear,274,34594338044.42,4,pNodeReporter
34594338044.75724,henry,63.8,-31.85,0.99,65.99,kayak,MODE@ACTIVE:TRAVERSING,clear,275,34594338044.76,4,pNodeReporter
34594338045.29908,henry,64.24,-31.64,0.99,63.22,kayak,MODE@ACTIVE:TRAVERSING,clear,276,34594338045.3,4,pNodeReporter
34594338045.86853,henry,64.68,-31.4,1.04,60.99,kayak,MODE@ACTIVE:TRAVERSING,clear,277,34594338045.87,4,pNodeReporter
34594338046.16581,henry,65.11,-31.15,1.08,58.74,kayak,MODE@ACTIVE:TRAVERSING,clear,278,34594338046.16,4,pNodeReporter
34594338046.74778,henry,65.57,-30.87,1.13,56.72,kayak,MODE@ACTIVE:TRAVERSING,clear,279,34594338046.75,4,pNodeReporter
34594338047.34525,henry,66.21,-30.42,1.15,53.94,kayak,MODE@ACTIVE:TRAVERSING,clear,280,34594338047.34,4,pNodeReporter
34594338047.96756,henry,66.67,-30.07,1.16,51.9,kayak,MODE@ACTIVE:TRAVERSING,clear,281,34594338047.97,4,pNodeReporter
34594338048.542145,henry,67.29,-29.56,1.16,48.9,kayak,MODE@ACTIVE:TRAVERSING,clear,282,34594338048.54,4,pNodeReporter
34594338049.09488,henry,67.73,-29.16,1.17,46.9,kayak,MODE@ACTIVE:TRAVERSING,clear,283,34594338049.09,4,pNodeReporter
34594338049.92334,henry,68.35,-28.55,1.19,44.08,kayak,MODE@ACTIVE:TRAVERSING,clear,284,34594338049.92,4,pNodeReporter
34594338050.80112,henry,69.15,-27.69,1.23,41.28,kayak,MODE@ACTIVE:TRAVERSING,clear,285,34594338050.8,4,pNodeReporter
34594338051.38015,henry,69.73,-27,1.24,39.2,kayak,MODE@ACTIVE:TRAVERSING,clear,286,34594338051.38,4,pNodeReporter
34594338052.56576,henry,70.5,-26.02,1.26,37.13,kayak,MODE@ACTIVE:TRAVERSING,clear,287,34594338052.57,4,pNodeReporter
34594338052.84726,henry,70.87,-25.51,1.26,36.27,kayak,MODE@ACTIVE:TRAVERSING,clear,288,34594338052.85,4,pNodeReporter
34594338053.1498,henry,70.87,-25.51,1.26,36.27,kayak,MODE@ACTIVE:TRAVERSING,clear,289,34594338053.15,4,pNodeReporter
34594338053.44756,henry,71.25,-25,1.27,35.56,kayak,MODE@ACTIVE:TRAVERSING,clear,290,34594338053.45,4,pNodeReporter
34594338056.75026,henry,73.5,-21.69,1.27,33.53,kayak,MODE@ACTIVE:TRAVERSING,clear,291,34594338056.75,4,pNodeReporter
34594338059.7597,henry,75.54,-18.52,1.24,32.1,kayak,MODE@ACTIVE:TRAVERSING,clear,292,34594338059.76,4,pNodeReporter
34594338060.30613,henry,76.03,-17.74,1.22,31.69,kayak,MODE@ACTIVE:TRAVERSING,clear,293,34594338060.31,4,pNodeReporter
34594338061.203064,henry,76.48,-16.98,1.16,26.39,kayak,MODE@ACTIVE:TRAVERSING,clear,294,34594338061.2,4,pNodeReporter
34594338061.49556,henry,76.67,-16.51,1.05,17.94,kayak,MODE@ACTIVE:TRAVERSING,clear,295,34594338061.5,4,pNodeReporter
34594338061.805214,henry,76.67,-16.51,1.05,17.94,kayak,MODE@ACTIVE:TRAVERSING,clear,296,34594338061.8,4,pNodeReporter
34594338062.10722,henry,76.78,-16.06,0.93,11.07,kayak,MODE@ACTIVE:TRAVERSING,clear,297,34594338062.11,4,pNodeReporter
34594338062.40816,henry,76.85,-15.63,0.91,7.74,kayak,MODE@ACTIVE:TRAVERSING,clear,298,34594338062.41,4,pNodeReporter
34594338062.7082,henry,76.85,-15.63,0.91,7.74,kayak,MODE@ACTIVE:TRAVERSING,clear,299,34594338062.71,4,pNodeReporter
34594338062.96978,henry,76.9,-15.2,0.92,4.27,kayak,MODE@ACTIVE:TRAVERSING,clear,300,34594338062.97,4,pNodeReporter
34594338063.755005,henry,76.92,-14.49,0.96,358.84,kayak,MODE@ACTIVE:TRAVERSING,clear,301,34594338063.75,4,pNodeReporter
34594338064.35392,henry,76.89,-13.99,1.01,355.27,kayak,MODE@ACTIVE:TRAVERSING,clear,302,34594338064.35,4,pNodeReporter
34594338064.979904,henry,76.8,-13.27,1.01,349.71,kayak,MODE@ACTIVE:TRAVERSING,clear,303,34594338064.98,4,pNodeReporter
34594338065.593956,henry,76.69,-12.76,1.06,346.04,kayak,MODE@ACTIVE:TRAVERSING,clear,304,34594338065.59,4,pNodeReporter
34594338066.13195,henry,76.47,-12.02,1.12,341.17,kayak,MODE@ACTIVE:TRAVERSING,clear,305,34594338066.13,4,pNodeReporter
34594338066.710754,henry,76.29,-11.53,1.15,338.27,kayak,MODE@ACTIVE:TRAVERSING,clear,306,34594338066.71,4,pNodeReporter
34594338066.99084,henry,76.07,-11.01,1.19,335.45,kayak,MODE@ACTIVE:TRAVERSING,clear,307,34594338066.99,4,pNodeReporter
34594338067.28988,henry,76.07,-11.01,1.19,335.45,kayak,MODE@ACTIVE:TRAVERSING,clear,308,34594338067.29,4,pNodeReporter
34594338067.86078,henry,75.67,-10.23,1.21,331.35,kayak,MODE@ACTIVE:TRAVERSING,clear,309,34594338067.86,4,pNodeReporter
34594338068.4134,henry,75.38,-9.72,1.23,329.01,kayak,MODE@ACTIVE:TRAVERSING,clear,310,34594338068.41,4,pNodeReporter
34594338069.01632,henry,75.06,-9.21,1.25,326.9,kayak,MODE@ACTIVE:TRAVERSING,clear,311,34594338069.02,4,pNodeReporter
34594338069.60307,henry,74.53,-8.44,1.27,323.99,kayak,MODE@ACTIVE:TRAVERSING,clear,312,34594338069.6,4,pNodeReporter
34594338070.515114,henry,73.78,-7.46,1.31,320.91,kayak,MODE@ACTIVE:TRAVERSING,clear,313,34594338070.51,4,pNodeReporter
34594338071.956085,henry,72.74,-6.23,1.33,318.72,kayak,MODE@ACTIVE:TRAVERSING,clear,314,34594338071.95,4,pNodeReporter
34594338072.25438,henry,72.31,-5.75,1.32,318.06,kayak,MODE@ACTIVE:TRAVERSING,clear,315,34594338072.25,4,pNodeReporter
34594338075.37069,henry,69.45,-2.66,1.3,317.11,kayak,MODE@ACTIVE:TRAVERSING,clear,316,34594338075.37,4,pNodeReporter
34594338075.68459,henry,69.45,-2.66,1.3,317.11,kayak,MODE@ACTIVE:TRAVERSING,clear,317,34594338075.68,4,pNodeReporter
34594338077.21834,henry,67.92,-0.99,1.25,318.18,kayak,MODE@ACTIVE:TRAVERSING,clear,318,34594338077.22,4,pNodeReporter
34594338078.9574,henry,66.53,0.62,1.22,320.35,kayak,MODE@ACTIVE:TRAVERSING,clear,319,34594338078.96,4,pNodeReporter
34594338081.84018,henry,64.22,3.53,1.22,322.61,kayak,MODE@ACTIVE:TRAVERSING,clear,320,34594338081.84,4,pNodeReporter
34594338082.412384,henry,64.04,3.77,1.22,322.82,kayak,MODE@ACTIVE:TRAVERSING,clear,321,34594338082.41,4,pNodeReporter
34594338083.59038,henry,62.92,5.27,1.23,323.56,kayak,MODE@ACTIVE:TRAVERSING,clear,322,34594338083.59,4,pNodeReporter
34594338083.90543,henry,62.92,5.27,1.23,323.56,kayak,MODE@ACTIVE:TRAVERSING,clear,323,34594338083.9,4,pNodeReporter
34594338084.19225,henry,62.56,5.76,1.23,323.74,kayak,MODE@ACTIVE:TRAVERSING,clear,324,34594338084.19,4,pNodeReporter
34594338086.56856,henry,61.03,7.89,1.22,324.82,kayak,MODE@ACTIVE:TRAVERSING,clear,325,34594338086.57,4,pNodeReporter
34594338087.778404,henry,60,9.37,1.21,325.65,kayak,MODE@ACTIVE:TRAVERSING,clear,326,34594338087.78,4,pNodeReporter
34594338088.37228,henry,59.67,9.85,1.18,323.13,kayak,MODE@ACTIVE:TRAVERSING,clear,327,34594338088.37,4,pNodeReporter
34594338088.6246,henry,59.5,10.05,1.12,317.52,kayak,MODE@ACTIVE:TRAVERSING,clear,328,34594338088.62,4,pNodeReporter
34594338088.938126,henry,59.12,10.4,1,307.08,kayak,MODE@ACTIVE:TRAVERSING,clear,329,34594338088.94,4,pNodeReporter
34594338089.25203,henry,58.93,10.53,0.93,302.61,kayak,MODE@ACTIVE:TRAVERSING,clear,330,34594338089.25,4,pNodeReporter
34594338089.536194,henry,58.73,10.65,0.87,299.47,kayak,MODE@ACTIVE:TRAVERSING,clear,331,34594338089.54,4,pNodeReporter
34594338090.1187,henry,58.38,10.83,0.84,295.81,kayak,MODE@ACTIVE:TRAVERSING,clear,332,34594338090.12,4,pNodeReporter
34594338090.39732,henry,58.01,11,0.87,292.18,kayak,MODE@ACTIVE:TRAVERSING,clear,333,34594338090.4,4,pNodeReporter
34594338090.7099,henry,58.01,11,0.87,292.18,kayak,MODE@ACTIVE:TRAVERSING,clear,334,34594338090.71,4,pNodeReporter
34594338090.97953,henry,57.62,11.14,0.9,288.42,kayak,MODE@ACTIVE:TRAVERSING,clear,335,34594338090.98,4,pNodeReporter
34594338091.59761,henry,57.18,11.27,0.95,284.71,kayak,MODE@ACTIVE:TRAVERSING,clear,336,34594338091.6,4,pNodeReporter
34594338092.17786,henry,56.5,11.41,0.98,278.95,kayak,MODE@ACTIVE:TRAVERSING,clear,337,34594338092.18,4,pNodeReporter
34594338092.47346,henry,56.26,11.45,0.97,276.76,kayak,MODE@ACTIVE:TRAVERSING,clear,338,34594338092.47,4,pNodeReporter
34594338093.097885,henry,55.69,11.49,1.02,272.32,kayak,MODE@ACTIVE:TRAVERSING,clear,339,34594338093.1,4,pNodeReporter
34594338093.40922,henry,55.19,11.5,1.06,268.65,kayak,MODE@ACTIVE:TRAVERSING,clear,340,34594338093.41,4,pNodeReporter
34594338093.66778,henry,55.19,11.5,1.06,268.65,kayak,MODE@ACTIVE:TRAVERSING,clear,341,34594338093.67,4,pNodeReporter
34594338093.98156,henry,54.67,11.47,1.09,264.91,kayak,MODE@ACTIVE:TRAVERSING,clear,342,34594338093.98,4,pNodeReporter
34594338094.58416,henry,54.13,11.4,1.14,261.39,kayak,MODE@ACTIVE:TRAVERSING,clear,343,34594338094.58,4,pNodeReporter
34594338094.87034,henry,53.56,11.3,1.17,257.88,kayak,MODE@ACTIVE:TRAVERSING,clear,344,34594338094.87,4,pNodeReporter
34594338095.48246,henry,53.02,11.17,1.21,255.16,kayak,MODE@ACTIVE:TRAVERSING,clear,345,34594338095.48,4,pNodeReporter
34594338096.05941,henry,52.15,10.91,1.26,251.26,kayak,MODE@ACTIVE:TRAVERSING,clear,346,34594338096.06,4,pNodeReporter
34594338096.591034,henry,51.6,10.7,1.28,249.09,kayak,MODE@ACTIVE:TRAVERSING,clear,347,34594338096.59,4,pNodeReporter
34594338097.16536,henry,51,10.46,1.29,246.84,kayak,MODE@ACTIVE:TRAVERSING,clear,348,34594338097.16,4,pNodeReporter
34594338097.79221,henry,50.11,10.05,1.31,244.03,kayak,MODE@ACTIVE:TRAVERSING,clear,349,34594338097.79,4,pNodeReporter
34594338098.67722,henry,48.98,9.47,1.34,241.57,kayak,MODE@ACTIVE:TRAVERSING,clear,350,34594338098.68,4,pNodeReporter
34594338099.86105,henry,47.84,8.83,1.34,239.75,kayak,MODE@ACTIVE:TRAVERSING,clear,351,34594338099.86,4,pNodeReporter
34594338102.85242,henry,44.2,6.61,1.32,238.38,kayak,MODE@ACTIVE:TRAVERSING,clear,352,34594338102.85,4,pNodeReporter
34594338103.16275,henry,44.2,6.61,1.32,238.38,kayak,MODE@ACTIVE:TRAVERSING,clear,353,34594338103.16,4,pNodeReporter
34594338103.420685,henry,43.67,6.29,1.3,238.48,kayak,MODE@ACTIVE:TRAVERSING,clear,354,34594338103.42,4,pNodeReporter
34594338104.90025,henry,42.37,5.5,1.27,239.35,kayak,MODE@ACTIVE:TRAVERSING,clear,355,34594338104.9,4,pNodeReporter
34594338105.15864,henry,41.82,5.18,1.25,239.75,kayak,MODE@ACTIVE:TRAVERSING,clear,356,34594338105.16,4,pNodeReporter
34594338106.655304,henry,40.24,4.29,1.22,241.82,kayak,MODE@ACTIVE:TRAVERSING,clear,357,34594338106.65,4,pNodeReporter
34594338108.77576,henry,37.8,3.06,1.24,244.17,kayak,MODE@ACTIVE:TRAVERSING,clear,358,34594338108.77,4,pNodeReporter
34594338110.00568,henry,36.73,2.55,1.22,245.09,kayak,MODE@ACTIVE:TRAVERSING,clear,359,34594338110,4,pNodeReporter
34594338110.3091,henry,36.14,2.28,1.23,245.55,kayak,MODE@ACTIVE:TRAVERSING,clear,360,34594338110.31,4,pNodeReporter
34594338113.3956,henry,33.03,0.91,1.23,246.81,kayak,MODE@ACTIVE:TRAVERSING,clear,361,34594338113.39,4,pNodeReporter
34594338114.38282,henry,31.66,0.33,1.22,247.56,kayak,MODE@ACTIVE:TRAVERSING,clear,362,34594338114.38,4,pNodeReporter
34594338116.09953,henry,29.46,-0.56,1.22,248.17,kayak,MODE@ACTIVE:TRAVERSING,clear,363,34594338116.1,4,pNodeReporter
34594338116.37473,henry,29.46,-0.56,1.22,248.17,kayak,MODE@ACTIVE:TRAVERSING,clear,364,34594338116.37,4,pNodeReporter
34594338117.578476,henry,28.33,-1.01,1.22,248.4,kayak,MODE@ACTIVE:TRAVERSING,clear,365,34594338117.58,4,pNodeReporter
34594338117.8919,henry,27.63,-1.29,1.22,248.52,kayak,MODE@ACTIVE:TRAVERSING,clear,366,34594338117.89,4,pNodeReporter
34594338120.709694,henry,24.68,-2.42,1.21,249.34,kayak,MODE@ACTIVE:TRAVERSING,clear,367,34594338120.71,4,pNodeReporter
34594338121.28555,henry,23.83,-2.74,1.17,246.53,kayak,MODE@ACTIVE:TRAVERSING,clear,368,34594338121.28,4,pNodeReporter
34594338121.59462,henry,23.6,-2.86,1.11,240.96,kayak,MODE@ACTIVE:TRAVERSING,clear,369,34594338121.59,4,pNodeReporter
34594338121.89315,henry,23.17,-3.15,0.98,229.92,kayak,MODE@ACTIVE:TRAVERSING,clear,370,34594338121.89,4,pNodeReporter
34594338122.15098,henry,23,-3.31,0.92,224.9,kayak,MODE@ACTIVE:TRAVERSING,clear,371,34594338122.15,4,pNodeReporter
34594338122.430084,henry,23,-3.31,0.92,224.9,kayak,MODE@ACTIVE:TRAVERSING,clear,372,34594338122.43,4,pNodeReporter
34594338122.71349,henry,22.71,-3.62,0.79,219.68,kayak,MODE@ACTIVE:TRAVERSING,clear,373,34594338122.71,4,pNodeReporter
34594338123.009384,henry,22.6,-3.76,0.75,217.68,kayak,MODE@ACTIVE:TRAVERSING,clear,374,34594338123.01,4,pNodeReporter
34594338123.26192,henry,22.49,-3.91,0.74,215.57,kayak,MODE@ACTIVE:TRAVERSING,clear,375,34594338123.26,4,pNodeReporter
34594338123.5737,henry,22.39,-4.06,0.71,213.34,kayak,MODE@ACTIVE:TRAVERSING,clear,376,34594338123.57,4,pNodeReporter
34594338123.87186,henry,22.21,-4.36,0.73,208.92,kayak,MODE@ACTIVE:TRAVERSING,clear,377,34594338123.87,4,pNodeReporter
34594338124.4636,henry,22.05,-4.68,0.73,204.25,kayak,MODE@ACTIVE:TRAVERSING,clear,378,34594338124.46,4,pNodeReporter
34594338124.7864,henry,21.99,-4.82,0.75,202.13,kayak,MODE@ACTIVE:TRAVERSING,clear,379,34594338124.78,4,pNodeReporter
34594338125.08944,henry,21.86,-5.18,0.79,197.29,kayak,MODE@ACTIVE:TRAVERSING,clear,380,34594338125.09,4,pNodeReporter
34594338125.4039,henry,21.8,-5.38,0.82,194.74,kayak,MODE@ACTIVE:TRAVERSING,clear,381,34594338125.4,4,pNodeReporter
