time,data,src
34594338018.01404,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=236,uFldShoreBroker
34594338024.53274,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=242,uFldShoreBroker
34594338025.60872,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=243,uFldShoreBroker
34594338026.65846,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=244,uFldShoreBroker
34594338027.65928,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=245,uFldShoreBroker
34594338028.76708,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=246,uFldShoreBroker
34594338029.86622,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=247,uFldShoreBroker
34594338030.95616,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=248,uFldShoreBroker
34594338031.99752,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=249,uFldShoreBroker
34594338033.077995,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=250,uFldShoreBroker
34594338034.17436,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=251,uFldShoreBroker
34594338040.61718,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=257,uFldShoreBroker
34594338041.69252,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=258,uFldShoreBroker
34594338042.74666,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=259,uFldShoreBroker
34594338043.84904,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=260,uFldShoreBroker
34594338044.91636,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=261,uFldShoreBroker
34594338046.019,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=262,uFldShoreBroker
34594338047.08496,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=263,uFldShoreBroker
34594338048.16852,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=264,uFldShoreBroker
34594338049.21068,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=265,uFldShoreBroker
34594338050.26364,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=266,uFldShoreBroker
34594338056.61342,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=272,uFldShoreBroker
34594338057.69766,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=273,uFldShoreBroker
34594338058.751656,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=274,uFldShoreBroker
34594338059.82846,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=275,uFldShoreBroker
34594338060.873245,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=276,uFldShoreBroker
34594338061.93148,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=277,uFldShoreBroker
34594338062.96968,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=278,uFldShoreBroker
34594338064.06946,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=279,uFldShoreBroker
34594338065.08072,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=280,uFldShoreBroker
34594338066.181816,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=281,uFldShoreBroker
34594338073.59464,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=288,uFldShoreBroker
34594338074.69484,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=289,uFldShoreBroker
34594338075.76562,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=290,uFldShoreBroker
34594338076.90356,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=291,uFldShoreBroker
34594338077.98583,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=292,uFldShoreBroker
34594338079.079475,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=293,uFldShoreBroker
34594338080.16318,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=294,uFldShoreBroker
34594338081.1895,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=295,uFldShoreBroker
34594338082.20914,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=296,uFldShoreBroker
34594338083.31024,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=297,uFldShoreBroker
34594338089.5794,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=303,uFldShoreBroker
34594338090.66181,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=304,uFldShoreBroker
34594338091.76312,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=305,uFldShoreBroker
34594338092.79814,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=306,uFldShoreBroker
34594338093.87441,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=307,uFldShoreBroker
34594338094.975555,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=308,uFldShoreBroker
34594338096.02384,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=309,uFldShoreBroker
34594338097.12578,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=310,uFldShoreBroker
34594338098.22566,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=311,uFldShoreBroker
34594338099.32658,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=312,uFldShoreBroker
34594338105.68437,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=318,uFldShoreBroker
34594338106.7159,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=319,uFldShoreBroker
34594338107.806915,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=320,uFldShoreBroker
34594338108.90176,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=321,uFldShoreBroker
34594338109.99728,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=322,uFldShoreBroker
34594338111.08724,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=323,uFldShoreBroker
34594338112.14714,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=324,uFldShoreBroker
34594338113.16392,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=325,uFldShoreBroker
34594338114.22484,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=326,uFldShoreBroker
34594338115.30728,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=327,uFldShoreBroker
34594338121.91538,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=333,uFldShoreBroker
34594338123.016136,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=334,uFldShoreBroker
34594338124.06938,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=335,uFldShoreBroker
34594338125.17848,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=336,uFldShoreBroker
34594338126.2464,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=337,uFldShoreBroker
34594338127.31146,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=338,uFldShoreBroker
34594338128.35202,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=339,uFldShoreBroker
34594338129.456116,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=340,uFldShoreBroker
34594338130.535736,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=341,uFldShoreBroker
34594338131.62952,community=shoreside|hostip=localhost|port_db=9000|port_udp=9200|pshare_iroutes=localhost:9200|timewarp=20|status=ok|key=0|id=342,uFldShoreBroker
